host_name,host_aliases,host_apps,sources,last_reported_time,host_status,tags,ipaddress
i-06c427734912ebb62,"['ip-10-91-25-39.bain.com', 'i-06c427734912ebb62']","['agent', 'consul', 'aws', 'ntp']","['aws', 'agent']",1632488580,True,"{'Datadog': ['host:i-06c427734912ebb62'], 'Amazon Web Services': ['account:baintsg', 'application:vaultenterprise', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'aws_autoscaling_groupname:aws-amer-vault-consul-kv-0.0.21', 'casecode:f4eh', 'cloud_provider:aws', 'cluster-version:0.0.21', 'department:tsg', 'environment-name:aws-amer-vault-consul-kv', 'iam_profile:aws-amer-vault-vault20210416195526610200000002', 'image:ami-0ae51efabaf0590d7', 'instance-type:m5.large', 'kernel:none', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:aws-amer-vault-consul-kv-0.0.21', 'owner:tsginfraops', 'region:us-east-1', 'role:consulenterprisenode', 'security-group:sg-0fd26c1f9fa82bee6', 'tier:production', 'ttl:0']}",10.91.25.39
amer-dev-aa4e1a90-vault000000,"['amer-dev-aa4e1a90-vault000000', '388ff783-267e-433d-8e0e-e7aa86e35669']","['agent', 'azure']","['azure', 'agent']",1632489657,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-1', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.3', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dev-aa4e1a90-vault-servers_0', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dev-aa4e1a90-vault-cluster', 'role:vaultenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:development', 'ttl:0'], 'Datadog': ['host:amer-dev-aa4e1a90-vault000000']}",10.216.0.42
amer-dev-aa4e1a90-consul000005,"['amer-dev-aa4e1a90-consul000005', '949f26e8-f0ce-4ce5-b996-a33c87f66619']","['agent', 'azure']","['azure', 'agent']",1632488595,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-3', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.3', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dev-aa4e1a90-consul-servers_5', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dev-aa4e1a90-consul-cluster', 'role:consulenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:development', 'ttl:0'], 'Datadog': ['host:amer-dev-aa4e1a90-consul000005']}",10.216.0.41
amer-dev-aa4e1a90-consul000000,"['amer-dev-aa4e1a90-consul000000', '2462c193-0b72-4043-beda-60a38d1a650b']","['agent', 'azure']","['azure', 'agent']",1632488740,True,"{'Azure': ['application:vaultenterprise', 'availability-zone:eastus2-1', 'casecode:f4eh', 'client_id:6dea91c6-520e-4aaf-8a2d-211a021e674b', 'cloud_provider:azure', 'cluster-version:0.0.3', 'department:tsg', 'managedwith:terraformenterprise', 'monitoredby:datadog', 'name:amer-dev-aa4e1a90-consul-servers_0', 'operating_system:linux', 'owner:tsginfraops', 'region:eastus2', 'resource_group:amer-dev-aa4e1a90-consul-cluster', 'role:consulenterprisenode', 'size:standard_d2s_v3', 'subscription_id:c3781c31-d5af-4c19-bc28-96f2f5e07068', 'subscription_name:bain-central', 'tenant_name:eb120e12-65f1-477a-be8c-fe4f65926724', 'tier:development', 'ttl:0'], 'Datadog': ['host:amer-dev-aa4e1a90-consul000000']}",10.216.0.36
i-002656ddf1ebc32fe,"['ip-10-91-25-163.bain.com', 'i-002656ddf1ebc32fe']","['ntp', 'agent', 'aws']","['aws', 'agent']",1632488913,True,"{'Datadog': ['host:i-002656ddf1ebc32fe'], 'Amazon Web Services': ['account:baintsg', 'application:pricing_tool', 'availability-zone:us-east-1b', 'aws_account:379084356790', 'backupretention:14', 'casecode:y8bk', 'cloud_provider:aws', 'department:tsg', 'iam_profile:pricing-github-runner-profile', 'image:ami-0f581384b2052c3c9', 'instance-type:m5.2xlarge', 'kernel:none', 'managedby:ansible', 'managedwith:terraform', 'monitoredby:datadog', 'name:pricing-github-runner', 'owner:tsgcloudops', 'region:us-east-1', 'security-group:sg-00905df57a9d7621c', 'tier:production']}",10.91.25.163
i-04e94f73c58d74688,['i-04e94f73c58d74688'],"['agent', 'aws']","['aws', 'agent']",1632487208,True,"{'Datadog': ['host:i-04e94f73c58d74688'], 'Amazon Web Services': ['account:aagdatasciencesandbox', 'application:env0', 'availability-zone:eu-central-1a', 'aws_account:221900162625', 'aws_autoscaling_groupname:env0-env0-workers20210909122702877300000010', 'casecode:f4eh', 'cloud_provider:aws', 'department:aag', 'department:tsg', 'env0_environment_id:0c5225eb-d398-4662-8ee3-684a15e470fd', 'env0_project_id:1e09ba27-589c-46b9-9503-b770cb200cfa', 'iam_profile:env02021090912265130650000000b', 'image:ami-0e59fc1eb9ee8ba37', 'instance-type:t3.medium', 'k8s.io/cluster/env0:owned', 'kernel:none', 'kubernetes.io/cluster/env0:owned', 'managedwith:env0', 'name:env0-env0-workers-eks_asg', 'owner:tsgplatforminfra', 'region:eu-central-1', 'security-group:sg-06c0ffafbe642c66b', 'security-group:sg-0ef5470255204d7de', 'tier:development']}",
i-0444b3f12d84946f9,['i-0444b3f12d84946f9'],"['agent', 'aws']","['aws', 'agent']",1632488997,True,"{'Datadog': ['host:i-0444b3f12d84946f9'], 'Amazon Web Services': ['account:aagdatasciencesandbox', 'application:env0', 'availability-zone:eu-central-1b', 'aws_account:221900162625', 'casecode:adc3', 'cloud_provider:aws', 'department:aag', 'department:tsg', 'env0_environment_id:3506a33b-4874-4e38-b01e-d06627640341', 'env0_project_id:1e09ba27-589c-46b9-9503-b770cb200cfa', 'iam_profile:datascience-defaultec2-role', 'image:ami-04dbf0e487168b982', 'instance-type:t3.large', 'kernel:none', 'managedwith:env0', 'name:env0', 'owner:platforminfra', 'region:eu-central-1', 'security-group:sg-088170788736e12ea', 'tier:development']}",
i-07bfbd6596e18c2b0,['i-07bfbd6596e18c2b0'],"['aws', 'agent']","['aws', 'agent']",1632488576,True,"{'Datadog': ['host:i-07bfbd6596e18c2b0'], 'Amazon Web Services': ['account:aagdatasciencesandbox', 'availability-zone:eu-central-1a', 'aws_account:221900162625', 'cloud_provider:aws', 'department:aag', 'image:ami-0502e817a62226e03', 'instance-type:t3.large', 'kernel:none', 'name:aag-geospatial3', 'region:eu-central-1', 'security-group:sg-088170788736e12ea']}",
i-053e127285970bdf3,['i-053e127285970bdf3'],"['aws', 'agent']","['aws', 'agent']",1632488576,True,"{'Datadog': ['host:i-053e127285970bdf3'], 'Amazon Web Services': ['account:aagdatasciencesandbox', 'application:bastion', 'availability-zone:eu-central-1a', 'aws_account:221900162625', 'aws_autoscaling_groupname:primary-vpc-bastion-bastionautoscalinggroup-1uy4ozbdzlgql', 'aws_cloudformation_logical-id:bastionautoscalinggroup', 'aws_cloudformation_stack-id:arn:aws:cloudformation:eu-central-1:221900162625:stack/primary-vpc-bastion/d57177f0-1ed6-11eb-b5c9-0222edd00d60', 'aws_cloudformation_stack-name:primary-vpc-bastion', 'casecode:adc3', 'cloud_provider:aws', 'department:aag', 'iam_profile:ec2-bastion-eu-central-1-vpc-042b324cc6833140a-role', 'image:ami-0bce5830d6dc51013', 'instance-type:t2.nano', 'kernel:none', 'name:linuxbastion', 'owner:tsgcloudops', 'region:eu-central-1', 'security-group:sg-091788b7e48b52fef', 'security-group:sg-0edaa594aa0417f49', 'tier:development']}",
i-0147c9054c66955e7,['i-0147c9054c66955e7'],"['agent', 'aws']","['aws', 'agent']",1632488997,True,"{'Datadog': ['host:i-0147c9054c66955e7'], 'Amazon Web Services': ['account:aagdatasciencesandbox', 'availability-zone:eu-central-1b', 'aws_account:221900162625', 'casecode:adc3', 'cloud_provider:aws', 'department:aag', 'iam_profile:aag-dss-sandbox-cluster', 'image:ami-0de583abcab304f4a', 'instance-type:m5.xlarge', 'kernel:none', 'managedwith:terraform', 'owner:tsgcloudops', 'region:eu-central-1', 'security-group:sg-0009c20f018918349', 'security-group:sg-032bd8aa02b375e9c', 'security-group:sg-091788b7e48b52fef', 'teleportcluster:aag-dss-sandbox', 'tier:development']}",
i-0200ad975231b11e8,['i-0200ad975231b11e8'],"['agent', 'aws']","['aws', 'agent']",1632488575,True,"{'Datadog': ['host:i-0200ad975231b11e8'], 'Amazon Web Services': ['account:aagdatasciencesandbox', 'application:bastion', 'availability-zone:ap-southeast-1a', 'aws_account:221900162625', 'aws_autoscaling_groupname:primary-vpc-bastion-bastionautoscalinggroup-g3hev9paqwme', 'aws_cloudformation_logical-id:bastionautoscalinggroup', 'aws_cloudformation_stack-id:arn:aws:cloudformation:ap-southeast-1:221900162625:stack/primary-vpc-bastion/5b0263a0-87ac-11eb-bb55-0a7f69a87d3e', 'aws_cloudformation_stack-name:primary-vpc-bastion', 'casecode:adc3', 'cloud_provider:aws', 'department:aag', 'iam_profile:ec2-bastion-ap-southeast-1-vpc-0775b88d703940616-role', 'image:ami-0842f67596fa0656d', 'instance-type:t2.nano', 'kernel:none', 'name:linuxbastion', 'owner:tsgcloudops', 'region:ap-southeast-1', 'security-group:sg-0503061869fd74557', 'security-group:sg-07633c15b7d719c6c', 'tier:production']}",
